,text,language
355," Quinion could see
me, when he chose to stand up on the bottom rail of his stool in the
counting-house, and look at me through a window above the desk.  Hither,
on the first morning of my so auspiciously beginning life on my own
account, the oldest of the regular boys was summoned to show me my
business",english
356," A
gentleman on horseback came to the gate, and leading his horse into the
little court, with the bridle over his arm, as if he were quite at home,
tied him to a ring in the empty coach-house wall, and came into the
breakfast parlour, whip in hand",english
357,"
On nous observe, on vient à notre rencontre, nous allons être portés en
triomphe. »

En effet, comme nous l’avons dit, tout le camp était en émoi; plus de
deux mille personnes avaient assisté, comme à un spectacle, à
l’heureuse forfanterie des quatre amis, forfanterie dont on était bien
loin de soupçonner le véritable motif",french
358,"»

Il fut décidé que Planchet partirait le lendemain à huit heures du
matin, afin, comme il l’avait dit, qu’il pût, pendant la nuit,
apprendre la lettre par coeur.  Il gagna juste douze heures à cet
arrangement; il devait être revenu le seizième jour, à huit heures du
soir",french
359," Micawber,’ said I, ‘there is a sudden change in this fellow, in
more respects than the extraordinary one of his speaking the truth in
one particular, which assures me that he is brought to bay.  Deal with
him as he deserves!’

‘You are a precious set of people, ain’t you?’ said Uriah, in the same
low voice, and breaking out into a clammy heat, which he wiped from his
forehead, with his long lean hand, ‘to buy over my clerk, who is the
very scum of society,--as you yourself were, Copperfield, you know it,
before anyone had charity on you,--to defame me with his lies? Miss
Trotwood, you had better stop this; or I’ll stop your husband shorter
than will be pleasant to you",english
360,"

«Mais au bout du compte, demanda Porthos, qu’est-ce donc que cette
Milady?

— Une femme charmante, dit Athos en dégustant un verre de vin mousseux. 
Canaille d’hôtelier! s’écria-t-il, qui nous donne du vin d’Anjou pour
du vin de Champagne, et qui croit que nous nous y laisserons prendre!
Oui, continua-t-il, une femme charmante qui a eu des bontés pour notre
ami d’Artagnan, qui lui a fait je ne sais quelle noirceur dont elle a
essayé de se venger, il y a un mois en voulant le faire tuer à coups de
mousquet, il y a huit jours en essayant de l’empoisonner, et hier en
demandant sa tête au cardinal",french
361," It was not that he had lost
his good looks, or his old bearing of a gentleman--for that he had
not--but the thing that struck me most, was, that with the evidences of
his native superiority still upon him, he should submit himself to that
crawling impersonation of meanness, Uriah Heep",english
362,"

— Ainsi, s’écria Milady comme si elle ne pouvait résister à une sainte
indignation, vous, un homme pieux, vous que l’on appelle un juste, vous
ne demandez qu’une chose: c’est de n’être point inculpé, inquiété pour
ma mort!

— Je dois veiller sur votre vie, madame, et j’y veillerai",french
363," Quite an elegant dish of fish; the
kidney-end of a loin of veal, roasted; fried sausage-meat; a partridge,
and a pudding.  There was wine, and there was strong ale; and after
dinner Mrs.  Micawber made us a bowl of hot punch with her own hands",english
364," I knew as
well, when I saw my mother’s head lean down upon his shoulder, and her
arm touch his neck--I knew as well that he could mould her pliant nature
into any form he chose, as I know, now, that he did it",english
365,"

Trois jours après, les quatre mousquetaires rentraient à Paris; ils
étaient restés dans les limites de leur congé, et le même soir ils
allèrent faire leur visite accoutumée à M.  de Tréville. 

«Eh bien, messieurs, leur demanda le brave capitaine, vous êtes- vous
bien amusés dans votre excursion?

— Prodigieusement», répondit Athos, les dents serrées",french
366," le cardinal, et de réprimander
ses gens de l’audace qu’ils avaient eue de faire leur sortie contre les
mousquetaires.  Or, comme le débat entre ces deux
seigneurs eût pu durer longtemps, chacun devant naturellement s’entêter
dans son opinion, M",french
367,"’

I asked for no more information about Mr.  Wickfield, as she offered
none, and we conversed on other subjects until we came to Canterbury,
where, as it was market-day, my aunt had a great opportunity of
insinuating the grey pony among carts, baskets, vegetables, and
huckster’s goods",english
368,"

«Pardieu, monsieur, dit Athos, voici une proposition qui me plaît, non
pas que je l’accepte, mais elle sent son gentilhomme d’une lieue.  C’est
ainsi que parlaient et faisaient ces preux du temps de Charlemagne, sur
lesquels tout cavalier doit chercher à se modeler",french
369," Micawber,’ said I.  ‘I hope she is well?’

‘Thank you,’ returned Mr.  Micawber, whose face clouded at this
reference, ‘she is but so-so.  And this,’ said Mr.  Micawber, nodding
his head sorrowfully, ‘is the Bench! Where, for the first time in many
revolving years, the overwhelming pressure of pecuniary liabilities was
not proclaimed, from day to day, by importune voices declining to vacate
the passage; where there was no knocker on the door for any creditor
to appeal to; where personal service of process was not required, and
detainees were merely lodged at the gate! Gentlemen,’ said Mr",english
370," She
was just the same, they told me; Miss Dartle never left her; doctors
were in attendance, many things had been tried; but she lay like a
statue, except for the low sound now and then. 

I went through the dreary house, and darkened the windows",english
371,"

‘Yes, yes, Dan’l!’ said Mrs.  Gummidge.  ‘I ain’t a person to live with
them as has had money left.  After
looking at Mrs.  Gummidge for some moments, in sore distress of mind, he
glanced at the Dutch clock, rose, snuffed the candle, and put it in the
window",english
372," Miss Micawber I found made snug for stormy weather, in the same
manner; with nothing superfluous about her.  Master Micawber was hardly
visible in a Guernsey shirt, and the shaggiest suit of slops I ever
saw; and the children were done up, like preserved meats, in impervious
cases",english
373,"

Le jeune homme resta impassible.  L’astucieuse créature comprit
qu’elle se perdait en laissant voir ainsi dans son âme; elle rasséréna
ses traits, et d’une voix gémissante:

«Au nom du Ciel, monsieur! dites-moi si c’est à vous, si c’est à votre
gouvernement, si c’est à un ennemi que je dois attribuer la violence
que l’on me fait?

— On ne vous fait aucune violence, madame, et ce qui vous arrive est le
résultat d’une mesure toute simple que nous sommes forcés de prendre
avec tous ceux qui débarquent en Angleterre",french
374," The ‘young gal’ was re-engaged; but
on the stipulation that she should only bring in the dishes, and then
withdraw to the landing-place, beyond the outer door; where a habit of
sniffing she had contracted would be lost upon the guests, and where her
retiring on the plates would be a physical impossibility",english
375,"

The reader now understands, as well as I do, what I was when I came to
that point of my youthful history to which I am now coming again. 

One morning when I went into the parlour with my books, I found my
mother looking anxious, Miss Murdstone looking firm, and Mr",english
376,"

‘You’re a pretty fellow!’ said Miss Mowcher, after a brief inspection. 
‘You’d be as bald as a friar on the top of your head in twelve months,
but for me.  Just half a minute, my young friend, and we’ll give you a
polishing that shall keep your curls on for the next ten years!’

With this, she tilted some of the contents of the little bottle on to
one of the little bits of flannel, and, again imparting some of the
virtues of that preparation to one of the little brushes, began rubbing
and scraping away with both on the crown of Steerforth’s head in the
busiest manner I ever witnessed, talking all the time",english
377,"

Milady regardait de toute la puissance de son attention; il faisait
juste assez clair pour qu’elle pût reconnaître ceux qui venaient. 

Tout à coup, au détour du chemin, elle vit reluire des chapeaux
galonnés et flotter des plumes; elle compta deux, puis cinq puis huit
cavaliers; l’un d’eux précédait tous les autres de deux longueurs de
cheval",french
378," Le
procureur répéta plusieurs fois:

«Ah! madame Coquenard! je vous en fais mon compliment, votre dîner
était un véritable festin; Dieu! ai-je mangé!»

Maître Coquenard avait mangé son potage, les pattes noires de la poule
et le seul os de mouton où il y eût un peu de viande",french
379," E. , Post Office, Canterbury, will be fraught with
less painful consequences than any addressed immediately to one, who
subscribes herself, in extreme distress,

‘Mr.  Thomas Traddles’s respectful friend and suppliant,

                                   ‘EMMA MICAWBER",english
380,"

— Combien faudrait-il de jours pour faire deux ferrets comme ceux-là?
Vous voyez qu’il en manque deux. 

— Huit jours, Milord. 

— Je les paierai trois mille pistoles la pièce, il me les faut
après-demain",french
